0,1,2,3,4,5,6
rice,juice,cheese,beef,sugar,,
cheese,apples,tea,pasta,bread,butter,cookies
soap,cheese,pepper,onions,bananas,rice,
tea,beef,chicken,,,,
milk,chocolate,coffee,cheese,,,
onions,cookies,chicken,eggs,bread,,
chocolate,bread,butter,,,,
shampoo,salt,chocolate,apples,,,
chicken,onions,chocolate,beef,cheese,tomatoes,salt
eggs,soap,,,,,
tea,cereal,beef,salt,pepper,,
cookies,beef,bananas,flour,tea,tomatoes,chocolate
salt,bananas,cereal,,,,
beef,cereal,potatoes,,,,
eggs,milk,,,,,
pasta,coffee,soap,milk,chocolate,,
tea,apples,rice,,,,
tomatoes,apples,salt,sugar,tea,potatoes,eggs
butter,shampoo,beef,pasta,apples,toothpaste,
juice,chocolate,milk,apples,carrots,,
oil,coffee,tea,,,,
flour,cereal,toothpaste,milk,cookies,bread,chocolate
sugar,tea,bread,oil,juice,,
cookies,chicken,,,,,
shampoo,tea,soap,,,,
coffee,potatoes,soap,,,,
chicken,salt,bananas,chocolate,flour,pepper,
pepper,sugar,soap,salt,bananas,pasta,
butter,pasta,carrots,cereal,shampoo,,
pasta,tomatoes,chicken,,,,
bananas,sugar,bread,coffee,,,
sugar,butter,chocolate,coffee,flour,apples,eggs
coffee,yogurt,tomatoes,chicken,cheese,,
sugar,rice,milk,cereal,butter,flour,beef
cookies,bread,bananas,beef,,,
toothpaste,beef,tea,onions,bread,shampoo,
sugar,beef,,,,,
cheese,butter,eggs,cereal,chicken,soap,milk
pasta,bananas,cheese,,,,
cheese,salt,flour,carrots,beef,,
bread,sugar,rice,flour,cookies,chicken,
rice,chocolate,bread,butter,cookies,,
beef,chocolate,,,,,
onions,carrots,oil,sugar,,,
onions,bread,coffee,milk,pepper,chicken,salt
chocolate,sugar,potatoes,coffee,,,
cheese,flour,,,,,
tomatoes,toothpaste,,,,,
juice,chocolate,rice,shampoo,,,
cookies,pasta,,,,,
cereal,butter,oil,pepper,beef,tea,cookies
sugar,bananas,beef,,,,
milk,cheese,toothpaste,chocolate,pepper,flour,carrots
carrots,soap,chocolate,bread,rice,shampoo,pepper
tomatoes,pepper,chocolate,cookies,beef,bread,
carrots,beef,cereal,rice,oil,apples,
flour,carrots,toothpaste,,,,
toothpaste,coffee,bread,potatoes,,,
pasta,bread,beef,juice,,,
cereal,beef,pepper,cheese,,,
coffee,yogurt,,,,,
cookies,shampoo,carrots,soap,coffee,,
tomatoes,milk,,,,,
milk,flour,bread,beef,,,
juice,pasta,shampoo,,,,
bread,carrots,cookies,,,,
coffee,juice,,,,,
chocolate,milk,chicken,tomatoes,bread,oil,
juice,onions,,,,,
pepper,milk,tea,carrots,salt,cheese,
cheese,flour,,,,,
tomatoes,juice,onions,cookies,chicken,coffee,
pepper,carrots,,,,,
tomatoes,toothpaste,chocolate,carrots,,,
milk,sugar,butter,salt,flour,apples,
bananas,butter,soap,cookies,,,
bread,cereal,pasta,,,,
chicken,oil,rice,bananas,cheese,sugar,
flour,salt,,,,,
carrots,cereal,cheese,chocolate,soap,salt,
yogurt,beef,juice,flour,eggs,pepper,toothpaste
salt,flour,carrots,,,,
cereal,butter,toothpaste,tea,pepper,carrots,
yogurt,shampoo,cookies,chocolate,milk,,
soap,salt,beef,juice,onions,pasta,
tomatoes,flour,rice,salt,carrots,,
sugar,apples,flour,pepper,coffee,cookies,cheese
onions,tomatoes,carrots,cereal,,,
oil,flour,potatoes,juice,,,
rice,shampoo,cheese,juice,sugar,,
bread,onions,,,,,
tea,cheese,pepper,butter,carrots,cereal,
sugar,cookies,coffee,cereal,eggs,,
coffee,chocolate,eggs,carrots,cereal,,
soap,pasta,yogurt,cereal,coffee,bread,tomatoes
potatoes,apples,flour,beef,milk,chicken,bananas
tomatoes,flour,,,,,
bananas,yogurt,pepper,oil,eggs,,
chocolate,flour,bread,onions,cereal,chicken,shampoo
potatoes,tea,,,,,
oil,coffee,cheese,,,,
milk,potatoes,pasta,butter,,,
milk,toothpaste,tomatoes,,,,
chicken,milk,chocolate,pepper,toothpaste,eggs,
butter,apples,,,,,
flour,toothpaste,tea,oil,shampoo,pasta,carrots
cheese,cookies,tomatoes,,,,
juice,beef,onions,milk,tomatoes,chocolate,
shampoo,soap,chicken,sugar,milk,yogurt,
tomatoes,salt,apples,,,,
oil,juice,cheese,flour,cookies,beef,
pasta,oil,,,,,
beef,soap,tea,chicken,cookies,rice,
salt,bread,pepper,eggs,,,
onions,yogurt,flour,pepper,toothpaste,sugar,
tea,flour,pepper,,,,
beef,sugar,eggs,bananas,soap,juice,
bananas,eggs,shampoo,apples,,,
juice,toothpaste,bread,chocolate,tea,cheese,
pepper,shampoo,pasta,eggs,,,
juice,milk,rice,,,,
juice,pasta,milk,,,,
bread,cereal,,,,,
tea,apples,onions,chicken,,,
eggs,chicken,tomatoes,potatoes,sugar,cheese,onions
toothpaste,carrots,pepper,eggs,onions,,
milk,cookies,pasta,oil,salt,toothpaste,cereal
juice,cheese,rice,,,,
yogurt,tomatoes,milk,,,,
onions,soap,cheese,chicken,sugar,,
soap,eggs,,,,,
carrots,chocolate,sugar,pasta,cheese,,
tea,oil,chicken,soap,chocolate,shampoo,
cheese,shampoo,pasta,cereal,cookies,,
carrots,flour,shampoo,soap,tomatoes,,
pepper,tea,oil,cheese,soap,shampoo,
tomatoes,oil,soap,salt,toothpaste,rice,
shampoo,milk,eggs,potatoes,beef,bread,
beef,rice,soap,yogurt,,,
flour,shampoo,onions,cereal,sugar,,
eggs,apples,oil,carrots,cheese,butter,cookies
pasta,bread,,,,,
pepper,flour,tomatoes,pasta,rice,,
milk,chicken,pepper,flour,bread,pasta,potatoes
pasta,beef,milk,apples,coffee,,
tomatoes,cookies,shampoo,coffee,,,
bread,flour,toothpaste,,,,
tomatoes,cheese,,,,,
rice,bananas,shampoo,flour,salt,carrots,
bread,butter,soap,bananas,,,
bread,coffee,chicken,flour,oil,,
onions,coffee,flour,chicken,toothpaste,,
milk,salt,cereal,butter,pasta,,
apples,cereal,toothpaste,oil,,,
cookies,chicken,,,,,
bananas,rice,,,,,
bread,cookies,juice,apples,oil,,
cereal,cookies,,,,,
onions,chicken,potatoes,shampoo,soap,sugar,flour
chocolate,toothpaste,,,,,
oil,butter,pepper,cookies,potatoes,juice,
salt,eggs,cheese,tea,,,
chicken,beef,onions,salt,,,
rice,salt,,,,,
pepper,coffee,tea,rice,yogurt,,
pasta,carrots,sugar,apples,cereal,coffee,bananas
beef,soap,pepper,sugar,cereal,toothpaste,
pasta,apples,coffee,chocolate,,,
cookies,yogurt,oil,bread,pasta,,
soap,butter,toothpaste,cheese,rice,,
apples,butter,coffee,bread,cookies,,
pasta,eggs,cookies,butter,sugar,,
salt,yogurt,tea,carrots,beef,,
cereal,cookies,flour,salt,tomatoes,,
chicken,toothpaste,onions,rice,soap,carrots,
shampoo,juice,milk,yogurt,rice,potatoes,
yogurt,onions,bananas,soap,tea,rice,potatoes
toothpaste,tea,,,,,
onions,tea,coffee,,,,
salt,flour,apples,beef,cookies,tea,pasta
cereal,shampoo,pasta,toothpaste,,,
sugar,toothpaste,flour,,,,
milk,chicken,cheese,yogurt,,,
shampoo,soap,juice,tomatoes,,,
pasta,shampoo,tomatoes,salt,rice,soap,
yogurt,tea,,,,,
potatoes,cheese,,,,,
sugar,carrots,,,,,
toothpaste,juice,shampoo,sugar,potatoes,cookies,
soap,bread,butter,sugar,juice,rice,toothpaste
coffee,carrots,toothpaste,,,,
shampoo,chocolate,toothpaste,,,,
onions,juice,,,,,
apples,shampoo,flour,sugar,,,
potatoes,eggs,tomatoes,chocolate,bread,yogurt,cereal
chocolate,pepper,,,,,
pasta,butter,,,,,
tomatoes,oil,,,,,
rice,sugar,pasta,flour,chocolate,,
butter,carrots,coffee,,,,
milk,apples,,,,,
oil,bread,shampoo,carrots,cheese,coffee,milk
onions,apples,tea,soap,tomatoes,oil,
tomatoes,eggs,bread,beef,oil,butter,
tomatoes,eggs,yogurt,,,,
tea,chicken,cookies,carrots,oil,,
salt,milk,,,,,
onions,tomatoes,milk,apples,juice,salt,
rice,eggs,cheese,tomatoes,tea,,
oil,coffee,potatoes,bread,,,
beef,onions,,,,,
pepper,soap,shampoo,tomatoes,flour,chicken,
flour,tomatoes,chicken,,,,
juice,oil,potatoes,,,,
flour,onions,bananas,tea,salt,cheese,pepper
butter,coffee,rice,,,,
pasta,tomatoes,,,,,
salt,soap,sugar,,,,
yogurt,cheese,chocolate,chicken,pasta,toothpaste,
cheese,potatoes,cereal,bananas,apples,chocolate,
chocolate,beef,,,,,
onions,butter,bananas,milk,pasta,shampoo,eggs
shampoo,juice,cereal,potatoes,flour,pasta,eggs
juice,butter,chocolate,,,,
butter,eggs,potatoes,coffee,cookies,shampoo,pepper
toothpaste,potatoes,pepper,pasta,chocolate,bread,shampoo
cookies,cheese,milk,juice,soap,,
coffee,pasta,soap,flour,,,
milk,cookies,bread,sugar,cheese,pepper,
tomatoes,flour,cheese,coffee,chicken,,
pepper,apples,coffee,carrots,pasta,soap,
bananas,beef,toothpaste,,,,
cheese,eggs,coffee,onions,shampoo,oil,
tomatoes,chicken,milk,tea,onions,,
oil,pasta,butter,,,,
juice,eggs,,,,,
rice,sugar,tomatoes,salt,coffee,toothpaste,soap
pepper,chocolate,,,,,
beef,pasta,,,,,
milk,potatoes,shampoo,tea,butter,,
soap,milk,,,,,
potatoes,salt,pepper,pasta,beef,cereal,tomatoes
bread,milk,shampoo,chicken,salt,cheese,
pasta,yogurt,flour,,,,
cereal,eggs,bananas,cheese,soap,,
yogurt,cookies,carrots,beef,,,
rice,apples,toothpaste,onions,pepper,butter,eggs
oil,bread,milk,bananas,cheese,cereal,
potatoes,apples,pasta,tomatoes,flour,,
toothpaste,apples,oil,tea,,,
bread,tea,potatoes,soap,yogurt,cheese,
milk,beef,salt,cereal,soap,yogurt,
carrots,tomatoes,oil,juice,milk,coffee,
soap,tea,flour,milk,rice,bread,juice
tea,juice,yogurt,,,,
butter,salt,bananas,,,,
bananas,butter,,,,,
yogurt,chocolate,cookies,,,,
bread,beef,bananas,tea,,,
cereal,yogurt,onions,apples,beef,,
cereal,chicken,coffee,salt,,,
toothpaste,shampoo,butter,bananas,soap,tea,milk
pepper,onions,,,,,
yogurt,carrots,,,,,
cheese,chicken,,,,,
chocolate,coffee,oil,bananas,cheese,tea,pepper
eggs,chocolate,pepper,bread,chicken,toothpaste,pasta
potatoes,soap,beef,bananas,,,
pepper,soap,beef,onions,sugar,,
coffee,chocolate,milk,bread,salt,beef,onions
flour,oil,soap,onions,tea,,
juice,onions,yogurt,bananas,soap,,
pasta,sugar,tea,toothpaste,bread,salt,eggs
cookies,toothpaste,salt,chicken,soap,apples,coffee
soap,juice,coffee,onions,carrots,,
chicken,toothpaste,juice,rice,,,
potatoes,salt,carrots,cheese,flour,cookies,juice
apples,beef,soap,toothpaste,chocolate,milk,oil
pasta,cookies,flour,cheese,,,
bananas,sugar,toothpaste,,,,
potatoes,tomatoes,soap,,,,
butter,soap,pepper,oil,shampoo,,
carrots,onions,,,,,
carrots,tea,beef,salt,apples,,
beef,soap,onions,coffee,potatoes,,
onions,yogurt,carrots,eggs,salt,pepper,
pepper,rice,cheese,,,,
cookies,pepper,chocolate,sugar,pasta,,
cheese,bananas,chocolate,flour,tomatoes,sugar,
milk,sugar,bread,pasta,,,
potatoes,toothpaste,soap,cheese,onions,oil,
juice,beef,,,,,
cookies,rice,chocolate,carrots,,,
apples,juice,oil,cookies,potatoes,chicken,
yogurt,chocolate,,,,,
salt,butter,rice,,,,
shampoo,apples,carrots,cheese,,,
butter,tea,chicken,salt,potatoes,,
soap,beef,milk,potatoes,eggs,,
toothpaste,carrots,bananas,sugar,chicken,cereal,
chocolate,butter,rice,yogurt,,,
bread,milk,eggs,coffee,pasta,potatoes,
cheese,toothpaste,bananas,carrots,,,
onions,yogurt,,,,,
onions,chocolate,salt,rice,,,
cookies,cereal,onions,beef,,,
sugar,carrots,juice,chicken,,,
beef,carrots,coffee,soap,onions,,
flour,toothpaste,yogurt,chocolate,carrots,,
cookies,chocolate,carrots,,,,
flour,salt,tea,apples,chicken,,
salt,onions,soap,milk,bread,yogurt,pepper
pepper,flour,cheese,coffee,rice,,
salt,apples,shampoo,yogurt,eggs,potatoes,
soap,cereal,oil,,,,
coffee,cereal,,,,,
carrots,chocolate,butter,bananas,tomatoes,,
rice,bread,tea,carrots,cereal,,
butter,cheese,sugar,apples,beef,,
milk,pepper,chicken,toothpaste,oil,bread,tea
flour,potatoes,carrots,tomatoes,juice,cereal,sugar
soap,bananas,oil,chocolate,carrots,shampoo,flour
tomatoes,salt,oil,bananas,,,
juice,bread,pasta,chocolate,pepper,,
beef,carrots,shampoo,bread,bananas,juice,
chocolate,milk,sugar,butter,tomatoes,chicken,beef
carrots,shampoo,,,,,
potatoes,tomatoes,carrots,cereal,oil,,
coffee,carrots,tomatoes,beef,tea,,
yogurt,rice,juice,chocolate,cheese,chicken,tomatoes
eggs,bananas,cereal,yogurt,,,
flour,onions,salt,,,,
bananas,sugar,,,,,
chicken,onions,pasta,,,,
tea,pepper,cheese,toothpaste,oil,shampoo,milk
pepper,coffee,beef,bananas,juice,rice,tomatoes
rice,coffee,apples,tea,beef,carrots,potatoes
carrots,apples,yogurt,potatoes,flour,,
chocolate,eggs,coffee,bread,apples,,
yogurt,soap,,,,,
oil,cookies,chocolate,butter,potatoes,,
tomatoes,cookies,cereal,oil,toothpaste,cheese,
bread,rice,shampoo,pepper,cereal,,
juice,milk,sugar,eggs,onions,,
milk,chocolate,bananas,tomatoes,potatoes,carrots,shampoo
cheese,tea,sugar,oil,,,
carrots,milk,yogurt,,,,
sugar,soap,cereal,,,,
sugar,carrots,eggs,onions,milk,,
flour,shampoo,pepper,potatoes,cookies,,
bread,shampoo,pepper,soap,potatoes,,
potatoes,chocolate,,,,,
cereal,shampoo,salt,apples,,,
rice,soap,bread,,,,
salt,bananas,cookies,tomatoes,,,
chocolate,tea,bread,,,,
toothpaste,flour,oil,salt,bread,coffee,
eggs,pepper,beef,toothpaste,,,
tea,cereal,beef,bananas,carrots,,
salt,bread,,,,,
coffee,onions,pepper,cereal,milk,yogurt,
potatoes,bananas,chicken,yogurt,pasta,toothpaste,soap
potatoes,bread,beef,juice,cheese,flour,
butter,cookies,salt,eggs,juice,bananas,bread
juice,oil,pepper,butter,flour,,
onions,apples,rice,shampoo,,,
bananas,cheese,rice,sugar,,,
cereal,chocolate,butter,potatoes,eggs,cheese,milk
milk,chocolate,,,,,
bread,tea,,,,,
tea,coffee,,,,,
tomatoes,bread,sugar,cheese,salt,potatoes,
pasta,tomatoes,tea,beef,flour,bananas,
eggs,soap,tomatoes,toothpaste,apples,tea,salt
flour,milk,toothpaste,,,,
chicken,cheese,potatoes,eggs,bananas,carrots,oil
yogurt,bread,butter,cheese,,,
butter,salt,milk,apples,,,
shampoo,chocolate,pepper,pasta,flour,milk,eggs
flour,tea,butter,potatoes,,,
chicken,butter,,,,,
flour,cookies,juice,milk,tea,cheese,shampoo
potatoes,sugar,pasta,cookies,tomatoes,milk,
tea,cereal,potatoes,onions,bread,cheese,
rice,salt,carrots,yogurt,chocolate,coffee,toothpaste
yogurt,oil,cereal,salt,butter,,
milk,pepper,juice,salt,chocolate,cookies,apples
chicken,pepper,soap,,,,
cheese,milk,pasta,sugar,,,
coffee,shampoo,butter,bananas,,,
cereal,beef,onions,yogurt,toothpaste,sugar,chicken
salt,carrots,toothpaste,,,,
salt,flour,shampoo,,,,
chocolate,pasta,cheese,coffee,,,
flour,yogurt,,,,,
cereal,butter,cheese,pepper,chocolate,flour,bananas
chicken,cereal,yogurt,tea,,,
juice,sugar,bread,cheese,toothpaste,yogurt,onions
coffee,pepper,yogurt,tea,apples,toothpaste,chocolate
rice,shampoo,,,,,
eggs,cereal,pepper,beef,bananas,,
beef,bread,,,,,
beef,pasta,milk,bread,,,
apples,bread,oil,chocolate,,,
bread,pasta,,,,,
coffee,carrots,juice,bread,,,
cookies,toothpaste,oil,sugar,,,
sugar,flour,chicken,butter,beef,milk,tomatoes
potatoes,oil,bread,,,,
soap,bread,tomatoes,pasta,cheese,,
sugar,cheese,cereal,butter,onions,,
bread,flour,juice,carrots,,,
juice,pepper,sugar,tomatoes,tea,,
pasta,rice,cereal,carrots,,,
soap,yogurt,pepper,oil,bread,beef,
cheese,pepper,flour,coffee,bananas,,
tea,tomatoes,eggs,pepper,potatoes,,
toothpaste,flour,milk,tomatoes,potatoes,eggs,juice
tea,apples,chicken,cereal,,,
yogurt,salt,carrots,oil,,,
chocolate,onions,tomatoes,cookies,coffee,soap,tea
bananas,apples,toothpaste,tomatoes,yogurt,milk,juice
juice,potatoes,onions,soap,carrots,bananas,
chicken,cereal,bananas,oil,butter,bread,
coffee,pepper,,,,,
apples,coffee,salt,,,,
sugar,beef,coffee,tea,flour,juice,soap
butter,oil,,,,,
onions,yogurt,tea,milk,apples,eggs,
beef,bread,,,,,
yogurt,pepper,juice,chocolate,rice,,
tomatoes,sugar,oil,bread,,,
tea,rice,,,,,
eggs,chicken,butter,,,,
sugar,onions,rice,coffee,cereal,pasta,
milk,cookies,carrots,beef,chicken,salt,toothpaste
oil,tea,apples,eggs,pepper,,
potatoes,beef,oil,soap,,,
shampoo,yogurt,,,,,
bananas,toothpaste,carrots,cookies,,,
salt,beef,pepper,rice,toothpaste,milk,
soap,milk,flour,cookies,oil,potatoes,
rice,bread,,,,,
shampoo,onions,,,,,
coffee,cereal,,,,,
tomatoes,coffee,shampoo,toothpaste,,,
apples,carrots,butter,beef,salt,,
juice,chicken,sugar,tea,potatoes,bananas,
pasta,pepper,bread,potatoes,,,
cereal,salt,yogurt,,,,
cookies,yogurt,coffee,rice,potatoes,,
eggs,milk,,,,,
bread,milk,onions,,,,
rice,milk,pepper,,,,
cookies,pasta,salt,eggs,shampoo,bananas,chicken
beef,toothpaste,butter,,,,
cereal,beef,toothpaste,,,,
salt,beef,tea,tomatoes,potatoes,,
toothpaste,soap,yogurt,potatoes,tea,coffee,
milk,bananas,onions,coffee,carrots,bread,
flour,onions,milk,eggs,,,
tomatoes,chocolate,flour,,,,
tea,milk,carrots,bread,butter,potatoes,
pepper,yogurt,,,,,
bananas,onions,potatoes,butter,sugar,chocolate,rice
potatoes,cereal,tomatoes,milk,cheese,coffee,bananas
tomatoes,oil,bread,,,,
chicken,beef,pasta,toothpaste,bananas,apples,cookies
potatoes,toothpaste,oil,,,,
juice,cereal,carrots,coffee,,,
rice,pepper,bread,yogurt,onions,,
bread,potatoes,yogurt,tomatoes,,,
pepper,soap,toothpaste,bananas,cookies,salt,tomatoes
onions,pasta,eggs,sugar,cookies,yogurt,milk
flour,onions,,,,,
cookies,salt,rice,tomatoes,toothpaste,carrots,
shampoo,flour,tea,pepper,eggs,yogurt,potatoes
oil,shampoo,tea,apples,rice,,
oil,juice,cheese,coffee,eggs,,
rice,tomatoes,pasta,salt,pepper,,
rice,shampoo,juice,chicken,bread,milk,
tomatoes,beef,toothpaste,,,,
sugar,pepper,oil,,,,
cereal,shampoo,,,,,
butter,soap,cereal,bread,,,
coffee,apples,tea,juice,salt,,
rice,sugar,pepper,,,,
potatoes,eggs,cereal,,,,
cereal,salt,flour,juice,shampoo,,
shampoo,cookies,apples,milk,cereal,coffee,
toothpaste,sugar,bread,,,,
flour,sugar,toothpaste,milk,chocolate,juice,
milk,butter,cereal,bread,bananas,,
pasta,butter,apples,chocolate,onions,cookies,
salt,toothpaste,carrots,,,,
carrots,milk,beef,cookies,juice,bread,chicken
tea,cereal,potatoes,shampoo,pepper,flour,yogurt
pasta,beef,cheese,sugar,tea,potatoes,bananas
bananas,cereal,,,,,
shampoo,onions,,,,,
shampoo,cookies,butter,pepper,soap,pasta,apples
eggs,sugar,,,,,
potatoes,bananas,butter,tomatoes,pasta,chocolate,oil
tea,butter,eggs,soap,potatoes,oil,
bread,pepper,cheese,sugar,oil,,
yogurt,carrots,butter,sugar,cookies,milk,chicken
soap,onions,juice,potatoes,,,
bananas,juice,eggs,bread,apples,,
chicken,tea,bread,sugar,,,
tomatoes,potatoes,tea,flour,soap,yogurt,juice
chocolate,chicken,flour,salt,,,
flour,pasta,bread,salt,eggs,oil,chocolate
potatoes,apples,oil,butter,,,
carrots,juice,,,,,
sugar,toothpaste,,,,,
eggs,oil,potatoes,bread,,,
chicken,juice,soap,tea,pepper,yogurt,
carrots,toothpaste,eggs,potatoes,pasta,cheese,tomatoes
beef,milk,cookies,,,,
eggs,oil,flour,sugar,soap,,
shampoo,sugar,coffee,oil,yogurt,,
pepper,milk,bananas,beef,coffee,,
eggs,butter,oil,chocolate,,,
cookies,salt,shampoo,eggs,juice,yogurt,bananas
tea,butter,eggs,cookies,,,
coffee,bananas,bread,,,,
cheese,yogurt,butter,sugar,beef,,
chicken,flour,chocolate,coffee,bread,butter,
pepper,chicken,sugar,flour,bananas,tea,
shampoo,bread,milk,carrots,beef,coffee,
tea,shampoo,cheese,cookies,,,
pepper,coffee,cheese,butter,,,
onions,juice,tea,pasta,flour,,
potatoes,tomatoes,shampoo,pepper,butter,onions,soap
onions,cookies,carrots,sugar,tomatoes,,
tomatoes,apples,juice,potatoes,pepper,flour,
tea,eggs,tomatoes,,,,
oil,salt,pasta,cookies,pepper,cheese,tea
coffee,toothpaste,rice,chicken,pepper,milk,potatoes
juice,bread,rice,,,,
pasta,coffee,tea,juice,onions,,
tea,apples,milk,carrots,onions,butter,
beef,carrots,shampoo,flour,rice,,
chicken,pasta,yogurt,tea,butter,potatoes,chocolate
yogurt,pepper,soap,pasta,,,
tomatoes,eggs,cookies,toothpaste,,,
tea,cookies,butter,yogurt,pasta,eggs,sugar
toothpaste,shampoo,,,,,
soap,eggs,shampoo,chocolate,onions,cookies,
apples,butter,chocolate,potatoes,carrots,shampoo,pepper
tea,sugar,tomatoes,,,,
toothpaste,bread,,,,,
sugar,pepper,chocolate,milk,,,
tomatoes,potatoes,cheese,rice,milk,juice,
eggs,rice,carrots,yogurt,cereal,cheese,beef
eggs,beef,sugar,,,,
sugar,cheese,potatoes,carrots,,,
flour,tomatoes,chocolate,tea,,,
cereal,shampoo,,,,,
cereal,pepper,chicken,coffee,tomatoes,carrots,
onions,beef,,,,,
juice,butter,pepper,cheese,milk,,
flour,sugar,pasta,carrots,,,
tomatoes,coffee,chocolate,carrots,bread,pepper,bananas
cookies,soap,,,,,
onions,beef,yogurt,rice,,,
eggs,shampoo,beef,cheese,carrots,tea,
eggs,shampoo,rice,,,,
rice,chocolate,pasta,bread,pepper,,
bread,carrots,,,,,
soap,cheese,apples,cookies,,,
oil,cereal,sugar,toothpaste,,,
butter,salt,chicken,eggs,beef,onions,bread
pasta,beef,rice,coffee,soap,eggs,bread
bread,cheese,tomatoes,potatoes,,,
tomatoes,bread,bananas,beef,carrots,cheese,
eggs,pasta,,,,,
soap,cheese,eggs,bananas,yogurt,,
rice,chocolate,soap,milk,,,
pasta,sugar,pepper,chicken,cheese,,
eggs,cheese,pepper,bread,,,
shampoo,coffee,chicken,cereal,tomatoes,,
sugar,butter,potatoes,juice,,,
rice,coffee,chicken,butter,,,
bananas,juice,yogurt,rice,coffee,carrots,
cheese,tomatoes,sugar,,,,
eggs,toothpaste,cookies,salt,yogurt,pepper,butter
bread,eggs,sugar,cookies,oil,milk,chocolate
shampoo,eggs,yogurt,pepper,oil,,
oil,juice,yogurt,onions,coffee,eggs,
tea,bread,eggs,beef,pasta,soap,
eggs,cookies,chocolate,pepper,,,
juice,apples,cereal,butter,toothpaste,sugar,
apples,tea,onions,sugar,chicken,pepper,salt
tomatoes,beef,potatoes,,,,
yogurt,potatoes,oil,pasta,eggs,pepper,butter
salt,potatoes,toothpaste,milk,juice,carrots,bananas
salt,soap,chocolate,tea,bananas,,
cereal,cheese,pasta,cookies,tomatoes,potatoes,
shampoo,cheese,carrots,cookies,bananas,,
butter,sugar,beef,chocolate,tomatoes,cookies,
juice,flour,shampoo,onions,tomatoes,potatoes,oil
sugar,cereal,yogurt,juice,cheese,,
coffee,salt,eggs,bananas,tomatoes,,
sugar,rice,salt,tea,pasta,,
toothpaste,juice,,,,,
potatoes,sugar,,,,,
chocolate,sugar,beef,apples,shampoo,tea,
coffee,chicken,cheese,chocolate,,,
bread,toothpaste,beef,potatoes,chicken,rice,
milk,yogurt,,,,,
chocolate,tea,bread,,,,
beef,oil,toothpaste,yogurt,coffee,bread,flour
cookies,cereal,eggs,shampoo,,,
shampoo,butter,chocolate,,,,
pepper,chicken,beef,chocolate,cheese,soap,shampoo
bananas,carrots,beef,onions,tea,juice,potatoes
rice,potatoes,cheese,eggs,carrots,toothpaste,cookies
onions,juice,bread,pepper,,,
soap,pasta,carrots,cheese,chocolate,bread,
chicken,tea,tomatoes,bananas,onions,,
potatoes,apples,juice,cereal,bread,,
butter,tomatoes,,,,,
tomatoes,soap,oil,pepper,,,
bread,cereal,yogurt,apples,,,
salt,onions,tea,,,,
chocolate,soap,tea,,,,
flour,cheese,yogurt,cereal,,,
yogurt,cookies,butter,beef,salt,sugar,
pasta,tomatoes,chocolate,pepper,beef,flour,toothpaste
tomatoes,chicken,oil,,,,
cheese,bananas,chicken,toothpaste,,,
sugar,bananas,butter,eggs,onions,,
eggs,salt,oil,beef,rice,yogurt,
beef,juice,shampoo,,,,
juice,oil,beef,,,,
juice,tomatoes,,,,,
yogurt,soap,potatoes,salt,tea,milk,
bananas,chocolate,sugar,,,,
bananas,butter,beef,tomatoes,pepper,rice,
bananas,carrots,juice,potatoes,,,
tomatoes,chocolate,yogurt,salt,bananas,,
beef,yogurt,chocolate,,,,
carrots,cheese,oil,salt,toothpaste,soap,
sugar,toothpaste,yogurt,,,,
bananas,shampoo,beef,coffee,,,
shampoo,carrots,beef,milk,pepper,,
shampoo,soap,pasta,yogurt,pepper,flour,sugar
coffee,milk,toothpaste,,,,
oil,milk,cheese,carrots,,,
rice,chicken,onions,pepper,,,
cookies,potatoes,oil,salt,cereal,eggs,
butter,apples,bread,bananas,cookies,yogurt,pasta
oil,rice,coffee,,,,
rice,cereal,,,,,
chocolate,soap,oil,bread,,,
tea,salt,chicken,shampoo,,,
shampoo,toothpaste,chocolate,soap,coffee,onions,butter
flour,bread,,,,,
tomatoes,coffee,pepper,chicken,milk,shampoo,
bananas,soap,salt,apples,beef,cereal,cheese
tea,carrots,cheese,,,,
eggs,pepper,toothpaste,,,,
juice,chicken,cheese,oil,,,
onions,toothpaste,soap,oil,tomatoes,apples,
cookies,onions,milk,coffee,eggs,salt,
apples,flour,salt,bread,yogurt,pasta,
coffee,milk,eggs,bread,,,
soap,eggs,,,,,
yogurt,apples,,,,,
cereal,rice,tea,tomatoes,soap,butter,apples
rice,soap,cereal,,,,
shampoo,coffee,,,,,
yogurt,pasta,beef,eggs,soap,chicken,
juice,eggs,bread,flour,soap,pepper,
tomatoes,pepper,shampoo,,,,
salt,bananas,cookies,rice,,,
coffee,pasta,cereal,chocolate,beef,tea,
salt,tomatoes,cheese,,,,
onions,pepper,chicken,sugar,coffee,,
rice,tea,,,,,
milk,soap,juice,,,,
eggs,sugar,yogurt,bananas,onions,toothpaste,juice
carrots,chocolate,cereal,shampoo,toothpaste,sugar,pasta
apples,bananas,toothpaste,coffee,,,
chicken,apples,bread,coffee,sugar,toothpaste,
butter,bananas,toothpaste,pepper,,,
yogurt,soap,,,,,
bread,potatoes,milk,,,,
eggs,beef,chocolate,pepper,carrots,,
chicken,carrots,potatoes,pasta,bananas,bread,
butter,carrots,cheese,beef,,,
cookies,flour,soap,chicken,salt,,
beef,chocolate,butter,sugar,soap,tea,
pepper,cookies,carrots,beef,,,
coffee,beef,rice,onions,pasta,,
bread,carrots,chicken,,,,
